cpf,descricao,valor
452.022.590-27,Trator,542461.57
810.922.572-06,Jóias,292479.23
237.010.292-34,Sítio,771126.68
242.475.185-94,Investimento em banco,542161.3
121.080.249-68,Ouro em barras,142109.31
449.246.914-52,Investimento em banco,1783004.0
042.113.505-44,Trator,1013568.52
756.596.008-62,Saldo em conta corrente,1642582.74
922.760.496-41,Saldo em conta corrente,1792822.38
282.072.803-45,Jóias,79287.89
666.947.261-06,Ouro em barras,318824.92
736.617.354-15,Apartamento,1338691.85
342.968.403-30,Fazenda,1691912.58
279.660.625-70,Trator,553292.67
021.527.100-89,Jóias,992773.04
835.658.304-04,Apartamento,594783.0
101.850.275-20,Casa,155779.04
062.661.780-26,Jóias,1311139.91
038.177.362-15,Automóvel,1365428.54
546.366.064-42,Fazenda,1633840.78
717.833.325-00,Motocicleta,582364.8
246.057.258-73,Título do tesouro,1775145.0
492.689.798-74,Fazenda,722117.85
637.613.579-53,Motocicleta,218372.18
533.107.591-37,Investimento em banco,891415.27
995.967.996-87,Casa,272204.56
388.857.897-69,Saldo em conta corrente,1763345.0
457.480.068-87,Fazenda,1289990.84
055.136.881-76,Ouro em barras,995380.07
958.741.903-91,Trator,294302.51
941.829.753-24,Motocicleta,1221513.88
753.532.104-12,Trator,969365.38
607.169.613-38,Jóias,349047.67
984.388.713-86,Automóvel,1263333.23
668.564.842-29,Motocicleta,1101174.87
683.820.921-53,Saldo em conta corrente,1432793.58
910.701.485-56,Motocicleta,314460.98
084.474.710-66,Saldo em conta corrente,73127.42
506.796.634-54,Casa,1567906.65
319.017.640-00,Motocicleta,1379847.21
837.000.289-99,Automóvel,1221160.28
086.260.700-91,Casa,1059424.04
058.084.247-67,Título do tesouro,417422.76
032.161.076-13,Ouro em barras,1206145.27
240.348.765-68,Casa,1516743.0
854.935.579-48,Trator,1564225.66
873.861.213-20,Automóvel,1118393.86
778.252.994-47,Saldo em conta corrente,1266457.03
353.798.412-28,Casa,1141421.6
054.728.801-69,Trator,942451.53
942.628.366-38,Casa,1741105.09
087.352.206-13,Apartamento,648337.26
213.573.634-62,Trator,1369567.96
832.371.904-70,Fazenda,1467275.77
140.077.815-99,Ouro em barras,1120379.0
592.259.062-05,Título do tesouro,702557.0
265.040.579-80,Sítio,1495294.55
281.477.097-06,Automóvel,79157.97
445.920.085-99,Saldo em conta corrente,648511.77
411.716.016-00,Investimento em banco,1613402.16
916.959.760-35,Apartamento,1222830.27
780.127.322-22,Chácara,982938.3
555.194.540-74,Apartamento,1259904.44
696.056.867-23,Ouro em barras,63292.65
652.048.206-99,Casa,1166508.08
611.781.799-30,Sítio,1042634.68
607.811.661-58,Saldo em conta corrente,1340073.78
449.073.163-53,Saldo em conta corrente,536687.0
499.529.279-44,Chácara,1224322.47
193.772.439-97,Investimento em banco,530675.27
872.578.986-75,Apartamento,183979.45
889.565.502-06,Fazenda,498075.63
302.890.161-65,Trator,356571.44
725.996.323-49,Investimento em banco,816241.47
114.193.728-09,Ouro em barras,528582.67
241.228.772-88,Investimento em banco,366440.94
960.086.760-79,Casa,130212.75
868.307.677-15,Casa,978837.81
688.447.937-79,Saldo em conta corrente,1343465.22
697.958.210-67,Chácara,1155045.36
563.423.554-96,Investimento em banco,613503.99
487.380.693-09,Motocicleta,259332.83
919.078.463-05,Saldo em conta corrente,1332516.98
382.705.229-19,Investimento em banco,1023323.26
688.252.360-96,Automóvel,1738483.69
984.036.392-31,Investimento em banco,1486042.0
760.839.061-72,Investimento em banco,34193.27
107.394.826-08,Motocicleta,648872.61
393.560.715-50,Saldo em conta corrente,615510.84
813.038.686-42,Motocicleta,140146.8
113.977.201-50,Chácara,1108241.45
758.912.749-36,Chácara,1359902.47
413.139.909-83,Automóvel,442342.1
741.099.034-72,Título do tesouro,1574337.01
377.854.638-25,Trator,896653.02
413.259.628-81,Fazenda,1771851.05
925.076.924-29,Casa,1426059.93
168.722.549-90,Fazenda,1582148.0
056.555.905-17,Ouro em barras,309735.6
901.252.913-06,Automóvel,1555991.83
058.255.451-55,Título do tesouro,1599782.81
199.806.320-04,Fazenda,1008070.22
597.670.462-50,Casa,781651.86
970.112.239-68,Investimento em banco,127634.46
343.449.173-07,Investimento em banco,1664317.79
353.240.822-41,Jóias,220265.94
813.376.543-13,Título do tesouro,1615290.83
778.713.212-08,Automóvel,229768.24
464.947.996-42,Trator,1747620.81
531.814.725-80,Saldo em conta corrente,1376920.53
378.872.466-81,Sítio,67703.6
966.444.304-37,Saldo em conta corrente,843807.44
794.868.075-67,Título do tesouro,1630494.9
877.707.850-05,Título do tesouro,224856.67
905.706.255-58,Trator,140409.78
620.720.996-76,Motocicleta,604629.65
513.843.761-96,Sítio,1651865.98
294.723.312-91,Casa,435373.44
043.200.027-37,Ouro em barras,1254907.59
213.061.288-02,Ouro em barras,1051638.66
908.395.616-04,Fazenda,384662.63
709.128.451-50,Saldo em conta corrente,1763846.05
477.787.050-23,Apartamento,329167.02
591.224.596-05,Fazenda,393995.09
294.507.439-76,Sítio,1704747.51
581.963.650-31,Sítio,1483360.62
253.251.074-59,Fazenda,697767.8
341.346.766-53,Apartamento,1660102.59
196.506.206-07,Automóvel,710752.5
276.248.991-66,Casa,505719.11
173.732.717-11,Jóias,661681.66
900.962.402-81,Chácara,135735.33
537.822.645-14,Sítio,382641.19
729.733.334-37,Sítio,716712.51
435.588.260-53,Automóvel,384169.98
779.605.661-42,Apartamento,603340.24
727.486.022-17,Motocicleta,439646.9
477.051.047-03,Trator,955030.52
229.201.732-16,Automóvel,369781.15
549.694.998-54,Trator,1198952.27
158.878.258-88,Jóias,1749200.7
279.021.768-53,Trator,13317.1
342.493.893-86,Chácara,1128627.62
386.858.264-85,Jóias,607050.71
869.962.176-42,Ouro em barras,1296767.89
742.025.528-71,Motocicleta,550401.13
946.824.293-39,Saldo em conta corrente,884435.1
072.464.881-11,Saldo em conta corrente,1455965.34
799.890.544-00,Motocicleta,1198780.9
436.884.070-85,Saldo em conta corrente,834769.0
874.331.389-96,Título do tesouro,1186214.11
164.903.941-94,Motocicleta,1269853.44
808.877.321-12,Apartamento,1123231.88
954.773.370-30,Jóias,281424.86
150.480.620-74,Fazenda,682647.8
545.886.295-46,Saldo em conta corrente,982568.52
103.298.301-43,Ouro em barras,30913.45
969.273.932-25,Motocicleta,1648722.43
395.318.797-25,Chácara,1714303.07
547.762.169-12,Saldo em conta corrente,824131.8
637.968.764-12,Chácara,907714.96
989.745.785-39,Automóvel,184673.89
886.974.026-40,Casa,758725.18
293.003.023-00,Motocicleta,438344.07
705.057.575-16,Título do tesouro,1059460.73
160.280.478-21,Ouro em barras,465422.38
633.529.123-44,Casa,313986.0
276.710.843-25,Título do tesouro,363126.07
726.795.085-89,Investimento em banco,1442086.27
386.203.595-83,Ouro em barras,723679.0
743.655.758-82,Sítio,1148569.15
931.591.460-22,Fazenda,614167.29
312.741.655-13,Motocicleta,1797841.28
798.625.929-42,Fazenda,232723.47
956.018.460-16,Título do tesouro,965270.32
799.368.565-60,Automóvel,70065.07
418.559.250-48,Fazenda,1018947.51
527.489.604-51,Jóias,213300.64
898.568.846-27,Título do tesouro,910080.3
712.728.669-91,Motocicleta,1712219.78
579.758.088-23,Automóvel,1235209.79
149.778.644-17,Motocicleta,624735.15
994.279.758-24,Investimento em banco,16484.81
157.253.336-93,Ouro em barras,799830.86
847.874.314-58,Trator,1689725.0
429.799.392-32,Fazenda,1797553.41
067.461.434-23,Motocicleta,1308588.0
475.324.166-56,Casa,1778268.74
529.950.192-38,Ouro em barras,944823.93
451.315.536-13,Título do tesouro,546849.11
773.803.682-83,Trator,552682.93
403.626.868-18,Chácara,1176098.9
898.942.861-08,Título do tesouro,1075726.38
175.155.787-36,Fazenda,1012582.17
479.612.709-94,Sítio,1359754.09
850.884.281-80,Automóvel,1677240.52
123.043.713-69,Fazenda,171218.09
046.570.382-50,Motocicleta,282877.81
513.727.302-09,Sítio,703895.67
706.950.050-86,Investimento em banco,1466439.62
461.402.434-88,Ouro em barras,1009707.03
520.339.655-09,Título do tesouro,1366220.37
324.693.362-44,Chácara,1291936.69
379.026.173-24,Apartamento,1693987.68
211.192.676-42,Jóias,393084.19
736.687.216-20,Trator,1461392.75
118.039.267-28,Sítio,1126397.07
266.086.631-57,Jóias,1553025.0
625.354.624-17,Sítio,1158074.35
965.326.589-20,Apartamento,253157.45
597.805.665-30,Jóias,253962.67
534.495.734-51,Casa,1364211.0
523.211.765-98,Sítio,105330.32
997.798.167-03,Casa,1683988.36
171.144.799-46,Sítio,269309.8
499.726.383-05,Motocicleta,450547.18
075.524.835-37,Ouro em barras,109978.61
950.413.921-70,Título do tesouro,497533.74
810.097.588-62,Ouro em barras,1120728.0
608.414.585-81,Casa,638214.45
703.473.816-26,Investimento em banco,1175069.95
535.463.169-39,Ouro em barras,664622.8
551.603.913-46,Chácara,723057.85
700.744.184-03,Motocicleta,93412.49
418.116.498-13,Investimento em banco,728666.57
776.488.886-05,Casa,1001888.17
503.608.864-62,Jóias,1208957.64
465.433.028-29,Jóias,1045432.96
345.660.066-04,Título do tesouro,246140.93
350.573.564-93,Automóvel,7379.92
044.057.034-30,Saldo em conta corrente,1413688.06
697.001.851-06,Saldo em conta corrente,1227322.68
198.598.113-16,Casa,1637851.01
231.797.974-90,Apartamento,9182.27
376.336.902-74,Apartamento,635715.18
383.212.137-49,Sítio,768217.26
539.385.037-93,Sítio,1138283.98
672.032.211-86,Automóvel,1795054.5
839.310.080-66,Apartamento,514398.89
413.115.694-55,Investimento em banco,612274.66
703.201.314-39,Automóvel,107698.39
746.278.624-49,Fazenda,550530.26
386.537.642-29,Automóvel,803527.96
428.758.224-25,Trator,610695.92
773.816.228-62,Motocicleta,156240.28
030.249.632-28,Automóvel,664064.06
014.863.821-44,Ouro em barras,1136720.96
427.578.596-45,Investimento em banco,1426747.51
612.155.995-82,Apartamento,252873.86
458.338.410-38,Motocicleta,1458225.25
261.679.521-24,Sítio,418066.54
412.883.790-11,Saldo em conta corrente,1213992.75
272.031.120-20,Automóvel,1582086.37
414.132.486-69,Título do tesouro,1207865.61
395.187.517-41,Sítio,687884.0
477.976.658-46,Apartamento,991750.56
145.356.853-59,Ouro em barras,578983.21
364.578.678-47,Fazenda,1507412.1
596.741.490-84,Sítio,1104229.67
855.274.797-27,Sítio,1753352.62
961.171.906-55,Título do tesouro,1201754.97
115.553.011-84,Casa,73358.59
253.681.517-66,Trator,1736425.07
727.100.139-05,Investimento em banco,1140827.39
801.050.947-36,Motocicleta,158252.0
968.118.195-07,Ouro em barras,1650543.74
068.538.253-87,Motocicleta,858071.27
257.141.211-96,Sítio,1087635.47
382.054.432-13,Jóias,870829.39
932.459.731-15,Casa,181923.43
795.428.703-62,Casa,1410466.77
789.975.796-96,Automóvel,1362391.39
489.724.609-67,Fazenda,990982.0
413.378.437-82,Saldo em conta corrente,270157.46
072.017.765-37,Motocicleta,387112.26
029.072.871-29,Apartamento,609472.8
781.113.093-37,Trator,125430.27
071.586.196-81,Fazenda,1752472.59
474.330.512-21,Apartamento,1649994.0
024.514.218-88,Jóias,1772007.26
584.980.887-69,Apartamento,332316.1
428.691.461-64,Título do tesouro,1375587.89
919.715.965-01,Sítio,1768624.2
091.421.223-79,Chácara,749335.21
308.687.836-09,Ouro em barras,1687071.44
020.550.023-49,Trator,1632797.14
836.355.709-70,Trator,1390724.12
386.411.492-66,Saldo em conta corrente,772819.17
066.384.958-59,Fazenda,386608.55
293.869.846-50,Casa,1080362.14
111.850.017-08,Investimento em banco,828717.67
476.395.103-75,Motocicleta,630567.24
257.416.195-62,Ouro em barras,64545.1
517.409.232-40,Sítio,41459.38
745.242.992-24,Casa,1536924.78
767.654.930-55,Fazenda,381847.36
642.645.197-59,Trator,900016.3
581.690.585-69,Motocicleta,722964.27
060.316.320-08,Sítio,1459791.7
454.782.051-00,Chácara,1576531.02
320.212.366-94,Motocicleta,1226828.69
949.183.235-03,Trator,704892.02
856.493.344-57,Apartamento,1361816.0
209.065.215-33,Sítio,1440810.0
433.807.391-31,Apartamento,122065.15
956.847.009-40,Jóias,1166686.25
125.561.781-21,Jóias,202088.76
962.998.670-18,Casa,1748214.45
499.378.491-40,Sítio,1251432.39
108.193.406-29,Trator,141732.26
590.880.404-55,Título do tesouro,6982.03
028.318.513-91,Motocicleta,849179.24
903.322.671-11,Motocicleta,1227463.08
623.385.510-43,Título do tesouro,895480.31
664.685.480-84,Motocicleta,1076520.16
576.277.792-97,Investimento em banco,1345729.02
762.808.354-53,Ouro em barras,1444174.18
477.529.184-68,Saldo em conta corrente,1401972.86
311.834.422-53,Trator,1778510.0
109.342.464-89,Trator,1135687.15
500.636.110-03,Automóvel,1240231.94
096.277.870-14,Trator,690637.18
657.742.923-31,Saldo em conta corrente,843464.31
330.646.051-09,Chácara,427428.55
735.868.805-45,Jóias,1492917.75
392.207.793-95,Título do tesouro,433281.03
404.229.107-59,Apartamento,930373.36
057.722.758-50,Saldo em conta corrente,704013.16
648.665.802-84,Motocicleta,687557.25
461.621.682-74,Jóias,846526.54
908.318.178-60,Ouro em barras,678788.52
414.457.929-50,Saldo em conta corrente,401126.5
680.935.479-85,Saldo em conta corrente,1634860.46
877.133.461-26,Casa,1362937.8
678.395.049-26,Saldo em conta corrente,1226279.9
291.801.317-27,Casa,839821.0
408.499.591-42,Ouro em barras,1099655.62
949.306.071-51,Ouro em barras,1629776.3
364.683.885-21,Fazenda,1562998.27
750.605.940-78,Chácara,83761.62
532.906.761-44,Apartamento,73975.66
857.887.955-21,Chácara,1187842.62
267.427.130-17,Trator,324123.43
452.022.590-27,Casa,1254619.93
810.922.572-06,Motocicleta,535688.19
237.010.292-34,Chácara,1682697.94
242.475.185-94,Apartamento,1454249.89
121.080.249-68,Casa,1738986.57
449.246.914-52,Apartamento,381138.09
042.113.505-44,Chácara,928845.13
756.596.008-62,Saldo em conta corrente,1429719.65
922.760.496-41,Fazenda,1437045.0
282.072.803-45,Investimento em banco,950127.84
666.947.261-06,Ouro em barras,712814.61
736.617.354-15,Apartamento,1600332.99
342.968.403-30,Chácara,389338.64
279.660.625-70,Automóvel,570640.0
021.527.100-89,Apartamento,137625.0
835.658.304-04,Saldo em conta corrente,1313544.36
101.850.275-20,Título do tesouro,586392.99
062.661.780-26,Investimento em banco,1432552.88
038.177.362-15,Saldo em conta corrente,1723379.64
546.366.064-42,Título do tesouro,1537684.0
717.833.325-00,Trator,738495.53
246.057.258-73,Saldo em conta corrente,763685.32
492.689.798-74,Fazenda,845982.1
637.613.579-53,Motocicleta,1131416.65
533.107.591-37,Motocicleta,510469.14
995.967.996-87,Motocicleta,322234.43
388.857.897-69,Investimento em banco,1616045.98
457.480.068-87,Chácara,183035.0
055.136.881-76,Ouro em barras,391322.52
958.741.903-91,Trator,1665939.43
941.829.753-24,Fazenda,617319.53
753.532.104-12,Título do tesouro,327905.88
607.169.613-38,Fazenda,702063.91
984.388.713-86,Automóvel,324244.52
668.564.842-29,Chácara,762076.0
683.820.921-53,Investimento em banco,84786.62
910.701.485-56,Sítio,28786.12
084.474.710-66,Jóias,758509.51
506.796.634-54,Jóias,1128473.0
319.017.640-00,Jóias,1597275.07
837.000.289-99,Título do tesouro,1720795.6
086.260.700-91,Automóvel,801953.74
058.084.247-67,Saldo em conta corrente,1442514.13
032.161.076-13,Sítio,1312171.54
240.348.765-68,Jóias,1054328.66
854.935.579-48,Jóias,1429786.83
873.861.213-20,Motocicleta,952373.0
778.252.994-47,Título do tesouro,283624.97
353.798.412-28,Ouro em barras,813776.7
054.728.801-69,Apartamento,1252492.0
942.628.366-38,Fazenda,1358702.02
087.352.206-13,Motocicleta,1338927.91
213.573.634-62,Investimento em banco,168862.84
832.371.904-70,Apartamento,1392549.74
140.077.815-99,Título do tesouro,287675.0
592.259.062-05,Investimento em banco,128401.57
265.040.579-80,Fazenda,467075.96
281.477.097-06,Jóias,450704.99
445.920.085-99,Saldo em conta corrente,399180.25
411.716.016-00,Automóvel,1458396.03
916.959.760-35,Jóias,1141361.4
780.127.322-22,Investimento em banco,230424.44
555.194.540-74,Ouro em barras,846922.24
696.056.867-23,Motocicleta,1213842.42
652.048.206-99,Ouro em barras,1178682.0
611.781.799-30,Sítio,741542.07
607.811.661-58,Automóvel,534281.69
449.073.163-53,Casa,824993.52
499.529.279-44,Título do tesouro,103742.32
193.772.439-97,Título do tesouro,301564.04
872.578.986-75,Apartamento,458944.07
889.565.502-06,Chácara,1779512.64
302.890.161-65,Jóias,956486.61
725.996.323-49,Investimento em banco,833385.5
114.193.728-09,Automóvel,1778061.56
241.228.772-88,Título do tesouro,1232578.25
960.086.760-79,Chácara,1754656.0
868.307.677-15,Motocicleta,1404353.35
688.447.937-79,Saldo em conta corrente,993944.0
697.958.210-67,Trator,48749.59
563.423.554-96,Investimento em banco,1792775.37
487.380.693-09,Fazenda,1281297.73
919.078.463-05,Investimento em banco,1058594.11
382.705.229-19,Jóias,519186.41
688.252.360-96,Investimento em banco,161308.83
984.036.392-31,Motocicleta,695898.65
760.839.061-72,Título do tesouro,1475973.26
107.394.826-08,Título do tesouro,348802.71
393.560.715-50,Fazenda,1570846.22
813.038.686-42,Trator,1698503.82
113.977.201-50,Investimento em banco,404032.63
758.912.749-36,Motocicleta,176352.55
413.139.909-83,Chácara,1569468.19
741.099.034-72,Jóias,137446.92
377.854.638-25,Automóvel,499815.76
413.259.628-81,Investimento em banco,1447127.59
925.076.924-29,Trator,571269.95
168.722.549-90,Automóvel,1596608.32
056.555.905-17,Sítio,1168503.68
901.252.913-06,Motocicleta,451092.54
058.255.451-55,Chácara,1648830.66
199.806.320-04,Fazenda,1110757.0
597.670.462-50,Jóias,153004.86
970.112.239-68,Investimento em banco,691328.99
343.449.173-07,Trator,545761.1
353.240.822-41,Trator,1359498.23
813.376.543-13,Saldo em conta corrente,511324.9
778.713.212-08,Chácara,1549694.17
464.947.996-42,Sítio,1637373.84
531.814.725-80,Trator,272534.74
378.872.466-81,Chácara,1324600.0
966.444.304-37,Motocicleta,262354.07
794.868.075-67,Saldo em conta corrente,262343.17
877.707.850-05,Fazenda,1439223.47
905.706.255-58,Casa,1015803.4
620.720.996-76,Motocicleta,903177.3
513.843.761-96,Investimento em banco,31117.57
294.723.312-91,Investimento em banco,3874.77
043.200.027-37,Sítio,713109.39
213.061.288-02,Motocicleta,1276810.88
908.395.616-04,Fazenda,1651068.76
709.128.451-50,Sítio,941003.86
477.787.050-23,Título do tesouro,566006.38
591.224.596-05,Investimento em banco,1185679.95
294.507.439-76,Ouro em barras,1330519.66
581.963.650-31,Motocicleta,652149.65
253.251.074-59,Fazenda,440492.22
341.346.766-53,Automóvel,304432.64
196.506.206-07,Fazenda,1087470.65
276.248.991-66,Jóias,1635986.94
173.732.717-11,Saldo em conta corrente,1330914.89
900.962.402-81,Saldo em conta corrente,1718327.8
537.822.645-14,Chácara,1761364.0
729.733.334-37,Motocicleta,1206521.0
435.588.260-53,Casa,1765202.14
779.605.661-42,Investimento em banco,303693.02
727.486.022-17,Casa,119822.88
477.051.047-03,Casa,63938.13
229.201.732-16,Saldo em conta corrente,1719620.8
549.694.998-54,Fazenda,294921.82
158.878.258-88,Motocicleta,1467764.24
279.021.768-53,Ouro em barras,145165.2
342.493.893-86,Sítio,744595.04
386.858.264-85,Automóvel,570683.77
869.962.176-42,Jóias,444684.5
742.025.528-71,Fazenda,494681.27
946.824.293-39,Apartamento,1044805.2
072.464.881-11,Motocicleta,1735366.06
799.890.544-00,Jóias,213957.82
436.884.070-85,Saldo em conta corrente,196997.21
874.331.389-96,Apartamento,523473.3
164.903.941-94,Apartamento,1238028.37
808.877.321-12,Motocicleta,776135.08
954.773.370-30,Jóias,1191551.0
150.480.620-74,Título do tesouro,1133932.34
545.886.295-46,Apartamento,212692.82
103.298.301-43,Ouro em barras,1327842.47
969.273.932-25,Motocicleta,451580.77
395.318.797-25,Trator,1112800.15
547.762.169-12,Investimento em banco,421493.25
637.968.764-12,Saldo em conta corrente,1593612.0
989.745.785-39,Título do tesouro,388353.07
886.974.026-40,Motocicleta,978647.21
293.003.023-00,Saldo em conta corrente,312105.71
705.057.575-16,Investimento em banco,1040916.98
160.280.478-21,Chácara,1083767.96
633.529.123-44,Casa,1741405.0
276.710.843-25,Ouro em barras,1340278.92
726.795.085-89,Chácara,1385777.9
386.203.595-83,Título do tesouro,1057256.3
743.655.758-82,Jóias,1276723.71
931.591.460-22,Trator,695381.0
312.741.655-13,Chácara,1719139.49
798.625.929-42,Fazenda,893120.88
956.018.460-16,Casa,108386.34
799.368.565-60,Motocicleta,80471.58
418.559.250-48,Título do tesouro,541617.76
527.489.604-51,Chácara,202796.45
898.568.846-27,Título do tesouro,1279440.26
712.728.669-91,Fazenda,1279872.61
579.758.088-23,Chácara,1777263.0
149.778.644-17,Apartamento,134724.44
994.279.758-24,Investimento em banco,254950.6
157.253.336-93,Trator,305473.11
847.874.314-58,Título do tesouro,616638.94
429.799.392-32,Jóias,904836.18
067.461.434-23,Saldo em conta corrente,361820.66
475.324.166-56,Saldo em conta corrente,704576.08
529.950.192-38,Motocicleta,480097.01
451.315.536-13,Ouro em barras,1672030.4
773.803.682-83,Sítio,1029427.37
403.626.868-18,Sítio,291929.0
898.942.861-08,Saldo em conta corrente,371998.01
175.155.787-36,Motocicleta,1638479.0
479.612.709-94,Saldo em conta corrente,362377.41
850.884.281-80,Jóias,1479402.67
123.043.713-69,Fazenda,1543306.59
046.570.382-50,Chácara,933991.81
513.727.302-09,Saldo em conta corrente,1588005.15
706.950.050-86,Investimento em banco,1098340.72
461.402.434-88,Chácara,1520228.21
520.339.655-09,Trator,377190.0
324.693.362-44,Automóvel,1546599.75
379.026.173-24,Título do tesouro,1003893.5
211.192.676-42,Título do tesouro,327438.36
736.687.216-20,Fazenda,926014.49
118.039.267-28,Chácara,1437676.0
266.086.631-57,Motocicleta,1177096.95
625.354.624-17,Jóias,117129.24
965.326.589-20,Investimento em banco,719565.45
597.805.665-30,Ouro em barras,1220584.65
534.495.734-51,Automóvel,1524442.5
523.211.765-98,Título do tesouro,951656.21
997.798.167-03,Fazenda,1686537.26
171.144.799-46,Saldo em conta corrente,966656.4
499.726.383-05,Sítio,1079610.61
075.524.835-37,Ouro em barras,813358.05
950.413.921-70,Apartamento,819440.0
810.097.588-62,Investimento em banco,953391.93
608.414.585-81,Investimento em banco,1163696.02
703.473.816-26,Motocicleta,279928.73
535.463.169-39,Trator,208015.94
551.603.913-46,Trator,716872.28
700.744.184-03,Saldo em conta corrente,421821.37
418.116.498-13,Sítio,1735143.67
776.488.886-05,Fazenda,1263567.9
503.608.864-62,Título do tesouro,554911.27
465.433.028-29,Sítio,1316392.0
345.660.066-04,Sítio,1025388.99
350.573.564-93,Saldo em conta corrente,1617656.47
044.057.034-30,Saldo em conta corrente,669116.44
697.001.851-06,Trator,77640.04
198.598.113-16,Sítio,1176289.0
231.797.974-90,Chácara,849541.1
376.336.902-74,Ouro em barras,152242.67
383.212.137-49,Trator,1324247.34
539.385.037-93,Chácara,1516224.65
672.032.211-86,Chácara,276490.65
839.310.080-66,Automóvel,704363.75
413.115.694-55,Trator,1298541.44
703.201.314-39,Título do tesouro,1588986.77
746.278.624-49,Ouro em barras,1299422.14
386.537.642-29,Casa,201841.64
428.758.224-25,Título do tesouro,1533635.59
773.816.228-62,Chácara,1151547.0
030.249.632-28,Título do tesouro,1187241.9
014.863.821-44,Jóias,696739.17
427.578.596-45,Sítio,265983.0
612.155.995-82,Jóias,83826.55
458.338.410-38,Jóias,1231700.84
261.679.521-24,Motocicleta,564762.01
412.883.790-11,Fazenda,886128.87
272.031.120-20,Motocicleta,1512709.78
414.132.486-69,Fazenda,150977.1
